pais,marca,modelo,firmware,mac_cm,cm_ip,cliente,virtual,velocidad,capa,seguridad,srvstat,srvrealstat
GT,Thomson,DWG855,ST80.30.06,001e69904d85,10.161.64.131,1506800,1120158,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904da1,10.162.65.76,1515032,1131512,3M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904e3b,10.159.125.231,1505171,1140544,10M,Layer3,WPA,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,001e69904edc,10.158.87.96,228049,228049,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904f22,10.159.127.11,1501593,1140503,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904f30,10.162.67.32,1505221,1130339,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69904fa0,10.135.106.89,1502690,1150585,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e699050aa,10.135.65.248,498173,1150526,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990514b,10.139.127.214,223074,223074,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990516e,10.135.102.156,278669,278669,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990517c,10.147.85.88,495114,1150483,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990521d,10.129.121.14,496773,1110297,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69905255,10.152.105.212,476694,1160299,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990526a,10.157.80.123,226064,226064,8M,Layer3,,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,001e69905366,10.162.79.144,224956,224956,10M,Layer3,WEP,1,1
GT,No Marca,No Modelo,ST80.30.06,001e699053c1,10.157.77.86,1509416,1150714,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990547e,10.131.116.154,479735,1140353,3M,Layer3,WPA2,1,1
GT,No Marca,No Modelo,ST80.30.06,001e69905534,10.161.116.233,1509169,1120176,8M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69905549,10.162.125.20,1508462,1130396,8M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e699055ce,10.158.74.163,227124,1110262,5M,Layer3,,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,001e6990563e,10.162.108.80,393312,393312,1M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,001e69905741,10.162.82.121,236598,1130387,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69905780,10.159.124.134,1509524,1140647,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69905805,10.131.109.208,242517,1140810,OnlyVoice,Layer3,WEP,0,0
GT,Thomson,DWG855,ST80.30.06,001e699084f2,10.152.68.27,231356,231356,10M,Layer3,WPA,1,1
GT,No Marca,No Modelo,ST80.30.06,001e6990854d,10.152.122.87,250713,1160722,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e699085cb,10.157.120.210,250994,1151260,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699085e0,10.147.119.51,427654,1307774,30M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908673,10.135.123.136,252329,1151301,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990869d,10.139.110.226,259810,1171747,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699086b9,10.162.113.43,254604,1130872,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699086e3,10.138.110.202,238028,1180167,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699086f8,10.165.81.74,222554,222554,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908737,10.135.78.29,440256,440256,2M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990888e,10.162.82.51,238593,1130519,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699088b1,10.129.68.53,228719,729241,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699088cd,10.152.84.144,237358,1160560,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908921,10.139.119.96,230523,1170733,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990894b,10.162.98.30,230234,1130591,10M,Layer3,WPA,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,001e69908952,127.0.0.1,248224,1130739,512K,Layer2,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699089de,10.162.99.255,245183,1130755,2M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908a01,10.162.91.56,250025,1130774,7M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908a08,10.162.78.225,249331,1130775,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908a47,10.133.88.105,411934,1354400,4M,Layer3,WPA,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,001e69908dc7,127.0.0.1,243900,243900,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908dea,10.135.107.180,244300,1151087,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908e06,10.139.69.20,466478,1170082,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908f48,10.157.126.156,246449,1151138,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908f5d,10.131.81.219,242255,1140827,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908f72,10.150.89.253,242239,1100081,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908f8e,10.161.115.120,242338,1120232,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69908fbf,10.147.104.103,201604,201604,1M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,001e69908fcd,10.132.93.102,245210,1130696,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990910f,10.135.81.184,248393,1151199,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909116,10.158.106.149,493244,1110269,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909449,10.158.96.194,239212,1110443,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909473,10.150.122.3,471529,1100066,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990948f,10.135.73.88,238744,1150894,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909496,10.135.80.52,237513,1150882,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699094b2,10.147.84.115,229681,229681,5M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,001e699094e3,10.157.124.14,237961,1150849,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699094ea,10.157.96.95,238365,1150854,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909530,10.157.119.150,229357,1150876,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909584,10.164.104.193,492930,1170552,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699095ae,10.138.115.63,463545,1180116,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990961e,10.164.122.95,237894,1170579,512K,Layer3,WPA,0,0
GT,Thomson,DWG855,ST80.30.06,001e6990965d,10.157.101.142,237684,1150826,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990966b,10.147.72.77,238317,1150861,30M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990966b,10.147.72.77,238317,1150861,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e699096b1,10.135.111.218,224250,224250,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e699096db,10.159.73.213,249146,1140295,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909816,10.157.79.184,252063,1151294,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909ad2,10.159.91.0,250966,1140948,5M,Layer2,WPA,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,001e69909af5,10.162.104.245,250213,1130789,,,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909bff,10.161.90.45,238867,1120201,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909c76,10.147.83.6,236972,1151012,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909d25,10.139.73.82,205091,1172090,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909d95,10.141.96.187,218302,218302,2M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909e2f,10.161.68.246,1510084,1120322,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909e4b,10.150.104.253,447529,447529,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909e60,10.150.88.57,259747,1100221,5M,Layer3,WPA,1,1
GT,Kaonmedia,CG2200-ED52J,1.1.3,001e69909ec9,10.161.90.146,344666,344666,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e69909fef,10.165.98.213,237940,237940,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990a06d,10.165.84.223,239347,1160529,8M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990a0ac,10.129.71.205,1525244,1112207,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990a0e4,10.155.119.102,240353,1140783,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990a107,10.162.72.159,239286,1130286,7M,Layer3,WPA,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,001e6990a5d7,127.0.0.1,1510786,1160945,,,,0,1
GT,Thomson,DWG855,ST80.30.06,001e6990a5f3,10.155.75.143,464217,1140167,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990a663,10.164.71.14,358403,1352950,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990a6b0,10.147.124.108,475342,1150224,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990a74a,10.129.75.250,246868,1110581,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990a751,10.135.92.190,242439,1151050,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990ac91,10.149.73.183,371685,1303000,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990ac9f,10.129.71.0,246865,1110571,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990ad63,10.157.113.4,307917,1158267,30M_8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990ae4a,10.164.105.221,238356,1170607,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b0ce,10.139.123.119,230805,230805,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b106,10.135.87.209,245608,1151111,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b11b,10.157.103.152,245611,1151112,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b1a7,10.164.99.10,308667,1172963,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b1b5,10.147.67.34,225374,225374,7M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b1fb,10.140.71.49,430762,1330298,10M,Layer3,WPA,0,0
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,001e6990b210,10.150.67.183,245003,245003,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b233,10.159.69.43,246643,1140900,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b264,10.141.106.74,252040,1190126,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b279,10.141.82.115,251473,1190144,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b32f,10.164.114.49,249757,1170395,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b3d7,10.161.87.63,482426,482426,3M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b45c,10.157.119.253,249672,1170969,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b4c5,10.131.83.112,249959,1140972,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b519,10.141.71.187,248057,1190125,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b52e,10.141.104.197,462086,1190020,4M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b543,10.141.108.19,247385,1190123,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b566,10.141.72.248,249604,1190128,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b57b,10.141.103.164,249691,1190129,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b582,10.141.75.106,200328,200328,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b5e4,10.141.121.177,469795,1190030,1M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b5eb,10.141.125.76,255410,1190152,2M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b600,10.141.66.53,476164,1190041,4M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b607,10.141.67.107,213291,213291,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b615,10.141.101.171,213629,213629,4M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b662,10.132.127.50,242680,1130646,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b6a8,10.141.85.94,249953,1190146,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b71f,10.157.102.160,242115,1151040,7M_2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990b726,10.135.118.56,210545,210545,512K,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,001e6990bdd9,10.152.123.180,236432,1160552,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990be5e,10.135.87.179,236783,1150847,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990beab,10.129.123.182,1513712,1111120,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990beb9,10.150.72.232,237962,1100053,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990bee3,10.132.71.117,229083,229083,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990bf22,10.132.102.29,237827,1130404,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990bfc3,10.162.69.149,237447,1130460,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990bfd8,10.162.87.37,468361,1130468,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990bffb,10.165.114.206,468831,1160146,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c159,10.132.122.249,238637,238637,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c191,10.162.77.181,239390,1130554,5M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c1ad,10.132.81.185,455289,1130598,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c24e,10.150.70.162,225491,225491,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c27f,10.164.103.178,240440,1170559,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c2a9,10.159.64.188,240057,1140604,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c2cc,10.137.79.27,230687,230687,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c366,10.137.69.116,224390,224390,3M,Layer3,,0,0
GT,Thomson,DWG855,ST80.30.06,001e6990c374,10.137.119.140,462624,1200164,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c390,10.159.127.124,239872,1140792,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c3ac,10.133.87.97,240277,1170751,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c3cf,10.138.119.185,245847,1180145,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c44d,10.152.100.10,245187,1160613,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c469,10.162.123.247,1508450,1130611,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c4a1,10.162.87.1,238903,1130485,10M,Layer3,WEP,1,1
GT,Technicolor,DPC3928SL2,D3928SL2-P15-13-A386-c3420r55105-180206a-CCA,001e6990c4fc,127.0.0.1,450624,1100070,5M,Layer3,WPA,0,1
GT,Thomson,DWG855,ST80.30.06,001e6990c518,10.164.90.200,481118,1351815,512K,Layer2,WPA,0,0
GT,Thomson,DWG855,ST80.30.06,001e6990c549,10.139.68.98,288828,1179697,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c5b9,10.138.118.70,253971,1180217,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c5ce,10.152.77.140,230265,1160412,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c60d,10.157.102.145,239797,1150982,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c65a,10.158.114.176,292591,1112563,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c692,10.164.75.28,239330,1170678,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c6df,10.140.89.245,238208,1170593,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c702,10.140.97.63,237921,1170569,10M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c828,10.129.120.96,251111,1110668,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c844,10.140.125.188,1508362,1170592,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c89f,10.132.120.11,228738,228738,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990c916,10.157.126.138,247176,1151157,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990ca20,10.157.103.165,248087,1151190,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990ca51,10.139.127.201,247950,1170922,,,,1,0
GT,Thomson,DWG855,ST80.30.06,001e6990caa5,10.165.98.243,247060,1160652,10M,Layer2,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990cb54,10.157.95.217,229864,229864,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990cc11,10.164.67.177,238203,1170657,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990ccc0,10.139.116.135,237529,1170543,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d1cf,10.135.113.123,243516,1151081,4M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d27e,10.138.115.51,246290,1180149,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d2a8,10.152.98.96,245086,1160670,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d318,10.157.121.183,244177,1151088,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d381,10.133.68.230,243273,1170831,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d414,10.141.107.252,258865,1171534,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d44c,10.147.123.33,258299,258299,7M_2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d453,10.152.101.215,355053,1162531,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d45a,10.158.77.158,393291,1117782,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d484,10.157.90.27,259056,1151727,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d48b,10.133.95.217,364650,1353017,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d4ca,10.140.93.248,470263,1171329,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d5aa,10.135.76.81,440489,440489,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d708,10.161.68.26,414364,414364,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d71d,10.159.107.47,455389,1140033,5M,Layer3,,1,1
GT,Technicolor,CGA0112,CGA0112D-P15-5-A000-c7400r5714-190927-CCA,001e6990d732,127.0.0.1,217053,217053,10M,Layer3,,0,1
GT,No Marca,No Modelo,ST80.30.06,001e6990d819,10.147.95.55,245169,1151225,8M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d820,10.152.81.222,442259,1160718,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d827,10.135.124.51,475175,1151211,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d89e,10.147.82.67,249679,1151229,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d8ac,10.158.106.26,249669,1110641,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d8ac,10.158.106.26,249669,1110641,3M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d970,10.165.122.74,250185,1151241,2M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990d97e,10.135.94.109,250044,1151243,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990dcd4,10.147.109.110,250601,1151273,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990dce9,10.149.65.207,218954,218954,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990dcfe,10.165.73.129,466028,1160250,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990dd59,10.152.113.106,249613,1160712,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990de47,10.147.121.142,250678,1151263,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990deb7,10.135.119.11,249446,1151224,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990df19,10.131.64.75,246586,1140908,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990df3c,10.139.114.238,239341,1170872,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e309,10.139.67.240,1509734,1170680,10M,Layer3,WPA,1,1
GT,Technicolor,CGA0101,CGA0101D-P15-5-A000-c7420r5714-191031-CCA,001e6990e3aa,127.0.0.1,227351,1150445,512K,Layer3,WPA,0,1
GT,Thomson,DWG855,ST80.30.06,001e6990e3f7,10.147.86.31,240996,1151017,5M,Layer3,WEP,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e3fe,10.157.95.219,225012,225012,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e42f,10.141.66.242,244029,1190113,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e44b,10.141.65.212,230513,230513,5M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e49f,127.0.0.1,473202,1170878,10M,Layer3,WPA2,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e4ad,10.140.68.173,1503681,1170800,15M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e4d7,10.157.123.155,241270,1150740,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e4ec,10.153.78.87,239328,1200156,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e4f3,10.141.109.155,238182,1190095,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e50f,10.141.72.6,229721,1190117,10M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e770,10.131.98.171,246018,1140883,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e777,10.139.88.244,246385,1170423,3M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e82d,10.150.120.14,221181,221181,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e8b2,10.162.98.85,242446,1130648,7M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e8c0,10.164.114.70,245681,1180148,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e929,10.150.119.243,1509989,1130594,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e937,10.162.119.23,244372,1130300,20M_5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e94c,10.140.88.52,241873,1170808,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e953,10.152.76.170,270621,1162788,512K,Layer2,WPA,0,0
GT,Thomson,DWG855,ST80.30.06,001e6990e968,10.157.124.194,241164,1151019,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e976,10.152.122.119,461419,1160063,8M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990e97d,10.157.124.206,240656,1151018,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990ea10,10.157.125.63,240488,1151003,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990ea64,10.159.127.83,247006,1140914,5M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990eaa3,10.159.86.138,247395,247395,10M,Layer3,WPA,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990eb75,10.162.68.92,246191,1130705,8M,Layer3,,1,1
GT,Thomson,DWG855,ST80.30.06,001e6990ec86,10.158.114.224,240892,1110466,40M_10M,Layer3,WPA,1,1
